time,open,high,low,close,volume
2026-01-09 15:30:00+00:00,4505.425,4517.204,4505.234,4512.296,14470
2026-01-09 16:00:00+00:00,4512.395,4514.36,4499.862,4503.683,14796
2026-01-09 16:30:00+00:00,4503.743,4508.169,4500.87,4506.539,8613
2026-01-09 17:00:00+00:00,4506.577,4511.756,4501.998,4503.851,9046
2026-01-09 17:30:00+00:00,4503.929,4510.152,4482.025,4484.57,11906
2026-01-09 18:00:00+00:00,4484.527,4494.654,4482.931,4491.502,12369
2026-01-09 18:30:00+00:00,4491.4,4504.666,4491.203,4496.045,7902
2026-01-09 19:00:00+00:00,4496.109,4501.679,4492.739,4498.874,5909
2026-01-09 19:30:00+00:00,4498.908,4501.933,4495.907,4499.346,5278
2026-01-09 20:00:00+00:00,4499.318,4509.412,4497.776,4505.544,6569
2026-01-09 20:30:00+00:00,4505.569,4510.14,4502.493,4507.653,7240
2026-01-09 21:00:00+00:00,4507.624,4510.632,4505.062,4509.731,3169
2026-01-09 21:30:00+00:00,4509.755,4511.27,4506.128,4509.099,3126
2026-01-11 23:00:00+00:00,4517.942,4538.327,4517.942,4537.862,5963
2026-01-11 23:30:00+00:00,4537.88,4545.065,4533.313,4539.984,7315
2026-01-12 00:00:00+00:00,4540.04,4566.008,4536.269,4564.632,11256
2026-01-12 00:30:00+00:00,4564.742,4601.256,4562.327,4588.972,22270
2026-01-12 01:00:00+00:00,4589.011,4595.017,4574.146,4582.714,30767
2026-01-12 01:30:00+00:00,4582.778,4584.317,4570.164,4570.164,18578
2026-01-12 02:00:00+00:00,4570.132,4575.001,4561.811,4566.235,14736
2026-01-12 02:30:00+00:00,4566.201,4582.241,4562.607,4577.501,12715
2026-01-12 03:00:00+00:00,4577.449,4581.21,4575.026,4581.188,9204
2026-01-12 03:30:00+00:00,4581.209,4581.473,4567.675,4570.682,6751
2026-01-12 04:00:00+00:00,4570.719,4572.089,4565.541,4568.566,5796
2026-01-12 04:30:00+00:00,4568.644,4570.201,4563.53,4568.633,5438
2026-01-12 05:00:00+00:00,4568.589,4573.994,4565.932,4572.526,5430
2026-01-12 05:30:00+00:00,4572.523,4585.17,4569.69,4581.049,12096
2026-01-12 06:00:00+00:00,4581.003,4581.003,4569.663,4573.791,8311
2026-01-12 06:30:00+00:00,4573.701,4580.045,4571.988,4578.445,7067
2026-01-12 07:00:00+00:00,4578.479,4587.589,4574.722,4581.508,8800
2026-01-12 07:30:00+00:00,4581.623,4589.705,4578.673,4587.724,7045
2026-01-12 08:00:00+00:00,4587.767,4589.509,4579.57,4583.67,8944
2026-01-12 08:30:00+00:00,4583.698,4598.407,4581.901,4596.771,7863
2026-01-12 09:00:00+00:00,4596.887,4599.387,4593.388,4596.645,7493
2026-01-12 09:30:00+00:00,4596.573,4597.064,4587.783,4589.141,5958
2026-01-12 10:00:00+00:00,4589.184,4594.135,4585.988,4592.446,6136
2026-01-12 10:30:00+00:00,4592.494,4595.467,4586.667,4594.243,6406
2026-01-12 11:00:00+00:00,4594.195,4594.912,4583.91,4585.29,5893
2026-01-12 11:30:00+00:00,4585.334,4592.098,4581.832,4585.296,5887
2026-01-12 12:00:00+00:00,4585.285,4586.91,4578.545,4582.671,8645
2026-01-12 12:30:00+00:00,4582.714,4590.749,4582.171,4590.58,5523
2026-01-12 13:00:00+00:00,4590.459,4611.189,4588.691,4605.136,16251
2026-01-12 13:30:00+00:00,4605.085,4620.427,4604.906,4615.83,12192
2026-01-12 14:00:00+00:00,4615.874,4617.387,4584.909,4586.632,25089
2026-01-12 14:30:00+00:00,4586.555,4611.538,4585.137,4602.25,28599
2026-01-12 15:00:00+00:00,4602.217,4622.306,4601.868,4619.511,17948
2026-01-12 15:30:00+00:00,4619.546,4627.45,4617.928,4621.292,15592
2026-01-12 16:00:00+00:00,4621.266,4630.141,4617.536,4620.114,11812
2026-01-12 16:30:00+00:00,4620.063,4623.384,4607.872,4616.972,11444
2026-01-12 17:00:00+00:00,4616.965,4618.669,4612.039,4616.318,8718
2026-01-12 17:30:00+00:00,4616.408,4620.709,4610.795,4616.493,9620
2026-01-12 18:00:00+00:00,4616.501,4618.641,4600.467,4605.63,12694
2026-01-12 18:30:00+00:00,4605.596,4611.474,4603.043,4610.762,7008
2026-01-12 19:00:00+00:00,4610.818,4617.36,4608.668,4616.892,5721
2026-01-12 19:30:00+00:00,4616.996,4619.08,4609.285,4611.139,5804
2026-01-12 20:00:00+00:00,4611.162,4611.759,4599.703,4602.462,9733
2026-01-12 20:30:00+00:00,4602.515,4604.915,4591.502,4593.83,9598
2026-01-12 21:00:00+00:00,4593.864,4597.004,4590.791,4593.821,5440
2026-01-12 21:30:00+00:00,4593.814,4597.319,4589.248,4596.735,4014
2026-01-12 23:00:00+00:00,4600.697,4603.634,4577.973,4584.643,8668
2026-01-12 23:30:00+00:00,4584.681,4599.771,4584.189,4599.395,6658
2026-01-13 00:00:00+00:00,4599.432,4599.779,4588.236,4588.395,6169
2026-01-13 00:30:00+00:00,4588.398,4592.268,4584.505,4587.478,5739
2026-01-13 01:00:00+00:00,4587.476,4595.796,4581.582,4581.878,16553
