time,open,high,low,close,volume
2024-11-05 00:00:00+00:00,2736.07,2749.984,2724.718,2745.716,157452
2024-11-06 00:00:00+00:00,2745.71,2749.705,2652.359,2664.072,373400
2024-11-07 00:00:00+00:00,2664.059,2710.384,2643.232,2706.89,239799
2024-11-08 00:00:00+00:00,2706.894,2710.442,2680.31,2684.782,201074
2024-11-10 00:00:00+00:00,2683.185,2685.675,2681.55,2685.629,3698
2024-11-11 00:00:00+00:00,2685.662,2686.165,2610.554,2624.062,211161
2024-11-12 00:00:00+00:00,2624.051,2627.21,2589.681,2598.976,233495
2024-11-13 00:00:00+00:00,2599.034,2618.865,2569.238,2571.013,227020
2024-11-14 00:00:00+00:00,2571.036,2577.457,2536.771,2566.923,243398
2024-11-15 00:00:00+00:00,2566.912,2576.094,2554.416,2562.993,203135
2024-11-17 00:00:00+00:00,2568.051,2575.547,2568.051,2571.469,5724
2024-11-18 00:00:00+00:00,2571.442,2615.111,2569.89,2612.728,190960
2024-11-19 00:00:00+00:00,2612.755,2639.462,2611.071,2635.185,199831
2024-11-20 00:00:00+00:00,2635.185,2655.457,2618.888,2652.135,173016
2024-11-21 00:00:00+00:00,2652.177,2673.546,2650.382,2669.183,179979
2024-11-22 00:00:00+00:00,2669.151,2715.686,2668.868,2715.597,214591
2024-11-24 00:00:00+00:00,2711.21,2721.461,2710.772,2719.78,8493
2024-11-25 00:00:00+00:00,2719.743,2720.167,2605.152,2610.479,325092
2024-11-26 00:00:00+00:00,2610.508,2642.013,2608.501,2632.278,231868
2024-11-27 00:00:00+00:00,2632.273,2658.205,2627.041,2637.192,182648
2024-11-28 00:00:00+00:00,2637.151,2649.665,2620.868,2638.789,122264
2024-11-29 00:00:00+00:00,2638.754,2666.407,2634.013,2655.254,154489
2024-12-01 00:00:00+00:00,2649.06,2650.348,2643.081,2645.683,5625
2024-12-02 00:00:00+00:00,2645.725,2651.818,2621.842,2642.23,226504
2024-12-03 00:00:00+00:00,2642.223,2655.689,2634.057,2642.745,183320
2024-12-04 00:00:00+00:00,2642.749,2657.189,2632.354,2650.421,188368
2024-12-05 00:00:00+00:00,2650.428,2655.542,2623.468,2633.737,173768
2024-12-06 00:00:00+00:00,2633.745,2645.757,2612.955,2632.986,204929
2024-12-08 00:00:00+00:00,2642.987,2648.548,2636.34,2640.152,8067
2024-12-09 00:00:00+00:00,2640.152,2676.478,2627.549,2660.478,197706
2024-12-10 00:00:00+00:00,2660.5,2698.356,2657.982,2696.015,181038
2024-12-11 00:00:00+00:00,2695.954,2721.089,2675.526,2719.946,185270
2024-12-12 00:00:00+00:00,2720.01,2726.23,2675.102,2680.647,73767
2024-12-13 00:00:00+00:00,2680.641,2692.802,2646.07,2648.416,70335
2024-12-15 00:00:00+00:00,2649.438,2653.151,2648.828,2651.503,1932
2024-12-16 00:00:00+00:00,2651.508,2664.471,2643.521,2651.768,118449
2024-12-17 00:00:00+00:00,2651.786,2658.635,2632.99,2647.402,161468
2024-12-18 00:00:00+00:00,2647.389,2651.724,2583.418,2588.249,184822
2024-12-19 00:00:00+00:00,2588.28,2626.454,2586.975,2593.543,208926
2024-12-20 00:00:00+00:00,2593.52,2631.899,2589.617,2622.667,178809
2024-12-22 00:00:00+00:00,2623.353,2624.948,2621.764,2624.317,1851
2024-12-23 00:00:00+00:00,2624.422,2633.265,2608.102,2615.516,124019
2024-12-24 00:00:00+00:00,2615.57,2621.471,2610.043,2616.737,100986
2024-12-25 00:00:00+00:00,2615.645,2620.139,2615.395,2618.68,2413
2024-12-26 00:00:00+00:00,2618.671,2639.201,2618.638,2632.708,118183
2024-12-27 00:00:00+00:00,2632.713,2638.338,2611.632,2621.647,135702
2024-12-29 00:00:00+00:00,2622.001,2626.191,2621.656,2624.059,4006
2024-12-30 00:00:00+00:00,2624.104,2628.181,2596.066,2606.701,141469
2024-12-31 00:00:00+00:00,2606.741,2627.586,2602.615,2624.405,122358
2025-01-01 00:00:00+00:00,2625.203,2625.863,2621.665,2623.79,3113
2025-01-02 00:00:00+00:00,2623.822,2660.482,2622.744,2658.351,161369
2025-01-03 00:00:00+00:00,2658.352,2665.238,2636.668,2640.394,133677
2025-01-05 00:00:00+00:00,2639.668,2642.41,2639.668,2641.087,3241
2025-01-06 00:00:00+00:00,2641.122,2649.513,2614.46,2634.705,194970
2025-01-07 00:00:00+00:00,2634.658,2664.288,2632.942,2649.831,171099
2025-01-08 00:00:00+00:00,2649.841,2670.077,2645.226,2662.531,162592
2025-01-09 00:00:00+00:00,2662.55,2678.375,2655.495,2669.975,136127
2025-01-10 00:00:00+00:00,2670.002,2698.05,2664.018,2689.616,274153
2025-01-12 00:00:00+00:00,2689.793,2691.409,2687.598,2691.129,5119
2025-01-13 00:00:00+00:00,2691.152,2693.392,2656.792,2668.082,263985
2025-01-14 00:00:00+00:00,2667.999,2678.318,2659.826,2675.614,201951
2025-01-15 00:00:00+00:00,2675.604,2698.03,2669.412,2694.98,219512
2025-01-16 00:00:00+00:00,2695.008,2724.764,2689.931,2714.609,245500
2025-01-17 00:00:00+00:00,2714.643,2717.349,2699.266,2702.903,165374
2025-01-19 00:00:00+00:00,2702.653,2703.108,2691.571,2696.448,4791
2025-01-20 00:00:00+00:00,2696.448,2713.795,2689.419,2710.469,143205
2025-01-21 00:00:00+00:00,2710.457,2745.987,2702.821,2744.283,169476
2025-01-22 00:00:00+00:00,2744.333,2763.454,2742.737,2755.607,221386
2025-01-23 00:00:00+00:00,2755.586,2758.986,2735.794,2754.567,235309
2025-01-24 00:00:00+00:00,2754.57,2786.035,2754.353,2771.103,222291
2025-01-26 00:00:00+00:00,2765.674,2769.745,2765.209,2767.577,8226
2025-01-27 00:00:00+00:00,2767.578,2772.564,2730.502,2741.734,279882
2025-01-28 00:00:00+00:00,2741.767,2765.076,2734.796,2762.719,205297
2025-01-29 00:00:00+00:00,2762.722,2766.295,2744.769,2760.33,227023
2025-01-30 00:00:00+00:00,2760.267,2798.5,2758.728,2796.17,234840
2025-01-31 00:00:00+00:00,2796.207,2817.268,2791.024,2799.372,294861
2025-02-02 00:00:00+00:00,2801.042,2804.677,2784.307,2793.733,36984
2025-02-03 00:00:00+00:00,2793.75,2830.594,2772.161,2814.047,393877
2025-02-04 00:00:00+00:00,2814.009,2845.528,2807.223,2841.23,313327
2025-02-05 00:00:00+00:00,2841.26,2882.449,2839.722,2869.303,291520
2025-02-06 00:00:00+00:00,2869.296,2873.341,2834.083,2858.024,291101
2025-02-07 00:00:00+00:00,2858.018,2886.771,2852.429,2861.026,274315
2025-02-09 00:00:00+00:00,2861.293,2870.614,2860.112,2867.519,7930
2025-02-10 00:00:00+00:00,2867.563,2921.627,2865.854,2917.871,259776
2025-02-11 00:00:00+00:00,2917.918,2942.673,2881.72,2898.56,361662
2025-02-12 00:00:00+00:00,2898.586,2909.291,2864.126,2905.805,269879
2025-02-13 00:00:00+00:00,2905.78,2932.508,2901.476,2931.241,228242
2025-02-14 00:00:00+00:00,2931.216,2940.024,2877.015,2882.796,290597
2025-02-16 00:00:00+00:00,2893.667,2894.051,2878.454,2879.245,16153
2025-02-17 00:00:00+00:00,2879.278,2906.452,2879.278,2899.397,177684
2025-02-18 00:00:00+00:00,2899.349,2937.018,2892.037,2934.085,170604
2025-02-19 00:00:00+00:00,2934.083,2947.073,2918.548,2935.408,200765
2025-02-20 00:00:00+00:00,2935.41,2954.999,2924.104,2941.554,198890
2025-02-21 00:00:00+00:00,2941.594,2949.81,2916.706,2936.477,205670
2025-02-23 00:00:00+00:00,2939.435,2940.57,2936.522,2936.891,6037
2025-02-24 00:00:00+00:00,2936.887,2956.205,2921.356,2950.02,210124
2025-02-25 00:00:00+00:00,2949.981,2952.576,2888.253,2918.628,244885
2025-02-26 00:00:00+00:00,2918.65,2930.165,2890.693,2919.142,192639
2025-02-27 00:00:00+00:00,2919.199,2919.199,2867.764,2876.087,266013
2025-02-28 00:00:00+00:00,2876.093,2885.058,2832.602,2858.266,244668
2025-03-02 00:00:00+00:00,2873.58,2877.018,2864.019,2870.823,14068
2025-03-03 00:00:00+00:00,2870.89,2895.291,2858.854,2890.91,205647
2025-03-04 00:00:00+00:00,2890.887,2927.915,2881.974,2914.387,223018
2025-03-05 00:00:00+00:00,2914.379,2930.066,2894.279,2918.26,264946
2025-03-06 00:00:00+00:00,2918.261,2926.591,2891.183,2910.338,233276
2025-03-07 00:00:00+00:00,2910.273,2930.49,2896.691,2911.28,273026
